payment_id,invoice_id,payment_date,payment_amount,payment_method,payment_status
P009085,INV09085,2026-05-14,0.0,Wire,Failed
P009086,INV09086,2025-02-05,0.0,Wire,Failed
P009087,INV09087,2024-09-17,54836.659999999996,Credit Card,Full
P009088,INV09088,2024-12-09,55606.62,Bank Transfer,Full
P009089,INV09089,2026-04-14,0.0,Credit Card,Failed
P009090,INV09090,2025-08-13,47583.08,Credit Card,Full
P009091,INV09091,2024-06-11,33280.869999999995,Bank Transfer,Full
P009092,INV09092,2026-06-02,10774.26,Credit Card,Full
P009093,INV09093,2026-01-14,0.0,Credit Card,Failed
P009094,INV09094,2025-10-08,36147.26,Wire,Full
P009095,INV09095,2025-04-21,49041.67999999999,Bank Transfer,Full
P009096,INV09096,2025-03-20,53677.48,Credit Card,Full
P009097,INV09097,2024-11-26,5881.4,Bank Transfer,Partial
P009098,INV09098,2024-10-03,41109.32,Wire,Full
P009099,INV09099,2024-06-24,14321.26,Bank Transfer,Full
P009100,INV09100,2025-03-02,20015.94,Bank Transfer,Full
P009101,INV09101,2024-07-17,0.0,Credit Card,Failed
P009102,INV09102,2026-02-02,50252.49,Credit Card,Full
P009103,INV09103,2025-01-25,19294.79,Wire,Partial
P009104,INV09104,2026-04-07,36777.5,Credit Card,Full
P009105,INV09105,2024-07-17,38602.89,Credit Card,Full
P009106,INV09106,2024-12-11,56203.96,Bank Transfer,Full
P009107,INV09107,2026-06-05,33676.77,Credit Card,Partial
P009108,INV09108,2025-02-20,12322.45,Bank Transfer,Partial
P009109,INV09109,2025-02-22,39727.020000000004,Bank Transfer,Full
P009110,INV09110,2026-03-19,6170.61,Wire,Partial
P009111,INV09111,2025-02-23,57042.6,Wire,Full
P009112,INV09112,2025-05-03,0.0,Bank Transfer,Failed
P009113,INV09113,2025-12-31,0.0,Credit Card,Failed
P009114,INV09114,2026-01-18,36102.2,Wire,Full
P009115,INV09115,2025-10-20,16496.15,Wire,Full
P009116,INV09116,2025-02-06,21096.45,Bank Transfer,Full
P009117,INV09117,2025-10-18,49706.439999999995,Bank Transfer,Full
P009118,INV09118,2025-10-17,19688.32,Bank Transfer,Partial
P009119,INV09119,2024-07-18,29586.21,Wire,Full
P009120,INV09120,2025-06-15,10367.560000000001,Wire,Full
P009121,INV09121,2025-11-22,0.0,Credit Card,Failed
P009122,INV09122,2024-09-25,48036.79,Wire,Full
P009123,INV09123,2026-05-09,27787.42,Credit Card,Partial
P009124,INV09124,2025-12-15,4725.57,Credit Card,Partial
P009125,INV09125,2025-10-31,41416.94,Bank Transfer,Full
P009126,INV09126,2024-07-18,28340.17,Credit Card,Partial
P009127,INV09127,2024-07-09,39114.07,Bank Transfer,Full
P009128,INV09128,2025-04-24,20056.17,Wire,Partial
P009129,INV09129,2025-12-23,56841.729999999996,Credit Card,Full
P009130,INV09130,2024-12-12,12138.76,Credit Card,Partial
P009131,INV09131,2025-06-10,51781.94,Credit Card,Full
P009132,INV09132,2025-04-30,30330.61,Wire,Partial
P009133,INV09133,2025-11-29,30358.71,Bank Transfer,Full
P009134,INV09134,2025-01-23,23971.59,Bank Transfer,Full
P009135,INV09135,2025-05-14,18749.36,Wire,Full
P009136,INV09136,2026-05-21,39350.57,Bank Transfer,Full
P009137,INV09137,2024-11-26,32910.17,Credit Card,Full
P009138,INV09138,2026-05-26,35628.22,Bank Transfer,Partial
P009139,INV09139,2025-05-30,55737.51,Credit Card,Full
P009140,INV09140,2025-04-02,0.0,Credit Card,Failed
P009141,INV09141,2026-03-11,53686.7,Credit Card,Full
P009142,INV09142,2025-06-26,25410.59,Wire,Partial
P009143,INV09143,2026-06-07,12622.3,Wire,Partial
P009144,INV09144,2025-05-04,26744.59,Wire,Full
P009145,INV09145,2025-10-29,9901.869999999999,Wire,Full
P009146,INV09146,2025-01-17,16067.2,Credit Card,Partial
P009147,INV09147,2025-01-29,22899.94,Bank Transfer,Partial
P009148,INV09148,2025-12-20,0.0,Bank Transfer,Failed
P009149,INV09149,2024-06-09,20349.55,Credit Card,Partial
P009150,INV09150,2024-07-28,0.0,Wire,Failed
P009151,INV09151,2026-06-17,43444.38,Credit Card,Full
P009152,INV09152,2025-10-15,28972.86,Credit Card,Full
P009153,INV09153,2024-10-30,8875.09,Credit Card,Partial
P009154,INV09154,2024-07-17,52342.02,Credit Card,Full
P009155,INV09155,2025-08-25,54157.22,Credit Card,Full
P009156,INV09156,2024-08-29,15259.03,Bank Transfer,Partial
P009157,INV09157,2026-01-31,53972.51,Bank Transfer,Full
P009158,INV09158,2025-11-06,45909.34,Credit Card,Full
P009159,INV09159,2024-10-18,31223.829999999998,Credit Card,Full
P009160,INV09160,2024-08-04,53201.51,Credit Card,Full
P009161,INV09161,2025-07-16,37482.14,Bank Transfer,Full
P009162,INV09162,2024-11-11,23856.93,Credit Card,Full
P009163,INV09163,2024-07-24,30622.77,Bank Transfer,Full
P009164,INV09164,2024-08-23,11981.539999999999,Wire,Full
P009165,INV09165,2025-06-08,42465.64,Wire,Full
P009166,INV09166,2025-07-16,17450.97,Credit Card,Partial
P009167,INV09167,2024-07-25,33638.79,Wire,Full
P009168,INV09168,2025-04-17,50010.65,Bank Transfer,Full
P009169,INV09169,2026-06-05,22605.72,Bank Transfer,Full
P009170,INV09170,2026-02-05,0.0,Bank Transfer,Failed
P009171,INV09171,2026-01-06,19004.83,Credit Card,Full
P009172,INV09172,2025-12-27,44218.909999999996,Bank Transfer,Full
P009173,INV09173,2026-01-29,9325.03,Credit Card,Partial
P009174,INV09174,2026-05-14,35234.33,Bank Transfer,Full
P009175,INV09175,2026-06-15,10515.52,Bank Transfer,Full
P009176,INV09176,2025-06-14,33105.34,Bank Transfer,Full
P009177,INV09177,2026-02-17,22339.02,Bank Transfer,Partial
P009178,INV09178,2024-12-17,41585.590000000004,Wire,Full
P009179,INV09179,2025-01-20,9037.44,Credit Card,Partial
P009180,INV09180,2026-04-01,61112.37,Wire,Full
P009181,INV09181,2026-02-14,22009.05,Credit Card,Full
P009182,INV09182,2025-12-05,6404.97,Credit Card,Partial
P009183,INV09183,2025-12-30,28996.32,Credit Card,Full
P009184,INV09184,2025-12-26,23335.88,Wire,Full
P009185,INV09185,2025-11-05,33230.61,Credit Card,Full
P009186,INV09186,2024-10-25,30964.309999999998,Bank Transfer,Full
P009187,INV09187,2025-11-07,51569.189999999995,Credit Card,Full
P009188,INV09188,2026-05-23,41295.130000000005,Wire,Full
P009189,INV09189,2025-05-01,16193.16,Wire,Partial
P009190,INV09190,2025-07-02,0.0,Bank Transfer,Failed
P009191,INV09191,2026-05-21,28426.809999999998,Wire,Full
P009192,INV09192,2025-04-13,48755.79,Wire,Full
P009193,INV09193,2025-11-09,8154.34,Wire,Partial
P009194,INV09194,2025-07-11,8888.09,Bank Transfer,Partial
P009195,INV09195,2025-02-06,0.0,Wire,Failed
P009196,INV09196,2025-07-03,5960.58,Wire,Full
P009197,INV09197,2024-10-11,28708.6,Bank Transfer,Full
P009198,INV09198,2025-03-01,54641.03,Credit Card,Full
P009199,INV09199,2025-11-14,49011.66,Bank Transfer,Full
P009200,INV09200,2025-07-23,27298.46,Credit Card,Full
P009201,INV09201,2025-08-13,57130.51,Bank Transfer,Full
P009202,INV09202,2025-12-28,13359.76,Bank Transfer,Full
P009203,INV09203,2026-07-06,32510.04,Wire,Full
P009204,INV09204,2025-08-30,16952.79,Bank Transfer,Full
P009205,INV09205,2025-01-07,22526.28,Bank Transfer,Full
P009206,INV09206,2026-01-23,29930.71,Bank Transfer,Partial
P009207,INV09207,2025-06-26,28676.38,Credit Card,Full
P009208,INV09208,2025-07-16,24964.36,Bank Transfer,Partial
P009209,INV09209,2026-01-16,0.0,Wire,Failed
P009210,INV09210,2025-07-31,30297.09,Credit Card,Full
P009211,INV09211,2026-04-11,33269.46,Wire,Full
P009212,INV09212,2024-10-25,17974.47,Bank Transfer,Full
P009213,INV09213,2026-04-16,33424.39,Wire,Full
P009214,INV09214,2026-06-09,51542.090000000004,Credit Card,Full
P009215,INV09215,2024-09-10,0.0,Wire,Failed
P009216,INV09216,2025-10-24,27978.68,Wire,Full
P009217,INV09217,2024-09-27,17862.35,Bank Transfer,Full
P009218,INV09218,2026-02-20,44695.83,Wire,Full
P009219,INV09219,2025-01-17,38949.78,Credit Card,Full
P009220,INV09220,2025-04-11,15180.73,Wire,Partial
P009221,INV09221,2025-08-30,35898.57,Credit Card,Full
P009222,INV09222,2024-11-19,13300.2,Wire,Partial
P009223,INV09223,2026-02-21,4966.61,Wire,Partial
P009224,INV09224,2026-01-27,12689.1,Wire,Partial
P009225,INV09225,2025-09-27,20923.620000000003,Credit Card,Full
P009226,INV09226,2025-01-30,12280.46,Bank Transfer,Full
P009227,INV09227,2026-03-20,5842.0,Credit Card,Partial
P009228,INV09228,2025-11-04,46360.270000000004,Bank Transfer,Full
P009229,INV09229,2025-05-08,0.0,Wire,Failed
P009230,INV09230,2025-05-20,21591.51,Credit Card,Full
P009231,INV09231,2025-05-03,12332.02,Bank Transfer,Partial
P009232,INV09232,2026-01-31,0.0,Credit Card,Failed
P009233,INV09233,2024-12-14,23769.1,Credit Card,Partial
P009234,INV09234,2025-01-06,52383.880000000005,Bank Transfer,Full
P009235,INV09235,2025-06-27,3983.78,Credit Card,Partial
P009236,INV09236,2025-01-21,62121.03999999999,Wire,Full
P009237,INV09237,2025-03-13,13021.310000000001,Wire,Full
P009238,INV09238,2025-05-18,35119.6,Wire,Full
P009239,INV09239,2025-07-15,41700.52,Wire,Full
P009240,INV09240,2025-04-19,0.0,Credit Card,Failed
P009241,INV09241,2026-06-20,21461.440000000002,Bank Transfer,Full
P009242,INV09242,2026-05-08,19922.579999999998,Wire,Full
P009243,INV09243,2025-09-18,14878.39,Credit Card,Partial
P009244,INV09244,2025-09-03,19404.28,Bank Transfer,Partial
P009245,INV09245,2025-03-11,20594.58,Wire,Full
P009246,INV09246,2025-04-12,15318.91,Bank Transfer,Full
P009247,INV09247,2026-02-08,45689.87,Wire,Full
P009248,INV09248,2026-06-01,37426.68,Wire,Full
P009249,INV09249,2024-10-28,37958.37,Credit Card,Full
P009250,INV09250,2025-04-30,50811.9,Bank Transfer,Full
P009251,INV09251,2024-10-18,24663.84,Bank Transfer,Full
P009252,INV09252,2024-08-06,52970.759999999995,Bank Transfer,Full
P009253,INV09253,2024-09-30,22348.22,Wire,Full
P009254,INV09254,2025-06-23,30706.16,Wire,Full
P009255,INV09255,2025-01-20,10100.2,Credit Card,Full
P009256,INV09256,2024-11-17,12298.91,Bank Transfer,Full
P009257,INV09257,2025-10-07,34991.55,Bank Transfer,Full
P009258,INV09258,2025-10-01,14244.15,Wire,Full
P009259,INV09259,2026-05-24,48375.14,Credit Card,Full
P009260,INV09260,2025-12-15,23612.739999999998,Credit Card,Full
P009261,INV09261,2026-06-16,0.0,Wire,Failed
P009262,INV09262,2024-08-15,49940.590000000004,Credit Card,Full
P009263,INV09263,2025-12-12,36969.020000000004,Credit Card,Full
P009264,INV09264,2024-10-05,47010.28,Credit Card,Full
P009265,INV09265,2025-02-28,8563.11,Wire,Partial
P009266,INV09266,2026-03-06,29540.79,Bank Transfer,Full
P009267,INV09267,2025-02-24,7173.299999999999,Credit Card,Full
P009268,INV09268,2026-02-24,17683.31,Credit Card,Full
P009269,INV09269,2025-10-08,22036.73,Wire,Full
P009270,INV09270,2025-02-16,0.0,Wire,Failed
P009271,INV09271,2026-04-21,0.0,Wire,Failed
P009272,INV09272,2025-10-03,36501.02,Credit Card,Partial
P009273,INV09273,2025-01-17,12637.46,Wire,Partial
P009274,INV09274,2025-08-16,49087.52,Bank Transfer,Full
P009275,INV09275,2024-11-03,43835.600000000006,Wire,Full
P009276,INV09276,2026-01-27,42272.68,Bank Transfer,Full
P009277,INV09277,2025-07-23,10058.59,Wire,Full
P009278,INV09278,2024-09-16,40912.35,Credit Card,Full
P009279,INV09279,2025-10-01,14451.079999999998,Credit Card,Full
P009280,INV09280,2026-02-12,39245.1,Bank Transfer,Partial
P009281,INV09281,2024-10-03,52923.01,Credit Card,Full
P009282,INV09282,2026-06-05,40288.62,Credit Card,Full
P009283,INV09283,2025-09-04,22554.67,Bank Transfer,Partial
P009284,INV09284,2024-09-28,18647.43,Wire,Full
P009285,INV09285,2025-02-06,37176.79,Credit Card,Full
P009286,INV09286,2025-08-13,43542.23,Bank Transfer,Full
P009287,INV09287,2026-01-06,20581.559999999998,Credit Card,Full
P009288,INV09288,2025-02-14,11551.68,Bank Transfer,Full
P009289,INV09289,2025-05-12,11170.52,Wire,Full
P009290,INV09290,2026-01-28,22525.809999999998,Credit Card,Full
P009291,INV09291,2026-04-09,51393.72,Credit Card,Full
P009292,INV09292,2026-05-25,33546.3,Credit Card,Full
P009293,INV09293,2026-05-12,41653.26,Credit Card,Partial
P009294,INV09294,2026-05-03,11282.8,Credit Card,Partial
P009295,INV09295,2025-05-27,27362.38,Wire,Full
P009296,INV09296,2024-07-19,27414.960000000003,Credit Card,Full
P009297,INV09297,2026-06-29,21701.489999999998,Wire,Full
P009298,INV09298,2025-07-05,46698.049999999996,Credit Card,Full
P009299,INV09299,2025-06-20,43332.91,Bank Transfer,Full
P009300,INV09300,2026-06-24,55921.869999999995,Bank Transfer,Full
P009301,INV09301,2025-11-06,32281.35,Credit Card,Full
P009302,INV09302,2026-01-28,43642.82,Credit Card,Full
P009303,INV09303,2026-03-30,47085.64,Wire,Full
P009304,INV09304,2025-04-02,52476.119999999995,Wire,Full
P009305,INV09305,2025-09-23,53979.64,Bank Transfer,Full
P009306,INV09306,2025-05-19,0.0,Wire,Failed
P009307,INV09307,2025-02-21,22762.780000000002,Credit Card,Full
P009308,INV09308,2025-04-23,17399.129999999997,Wire,Full
P009309,INV09309,2024-09-11,24165.59,Bank Transfer,Full
P009310,INV09310,2025-02-11,57757.22,Wire,Full
P009311,INV09311,2026-05-04,32903.18,Wire,Partial
P009312,INV09312,2025-09-29,18006.52,Credit Card,Full
P009313,INV09313,2024-10-10,17674.16,Bank Transfer,Full
P009314,INV09314,2026-05-13,23047.79,Bank Transfer,Partial
P009315,INV09315,2024-08-24,33633.5,Bank Transfer,Full
P009316,INV09316,2025-02-26,45714.659999999996,Credit Card,Full
P009317,INV09317,2025-06-12,15765.160000000002,Bank Transfer,Full
P009318,INV09318,2025-01-14,22157.37,Credit Card,Full
P009319,INV09319,2025-09-06,41075.520000000004,Bank Transfer,Full
P009320,INV09320,2026-04-25,14793.48,Wire,Partial
P009321,INV09321,2024-12-14,23570.81,Bank Transfer,Full
P009322,INV09322,2025-01-14,31873.02,Bank Transfer,Partial
P009323,INV09323,2025-04-29,0.0,Credit Card,Failed
P009324,INV09324,2024-11-18,35218.19,Wire,Full
P009325,INV09325,2024-06-22,12313.23,Bank Transfer,Partial
P009326,INV09326,2024-07-23,32624.09,Credit Card,Full
P009327,INV09327,2024-11-18,17544.83,Wire,Full
P009328,INV09328,2024-09-30,30464.75,Bank Transfer,Partial
P009329,INV09329,2024-07-18,25883.82,Credit Card,Full
P009330,INV09330,2026-02-21,7015.6,Bank Transfer,Partial
P009331,INV09331,2025-02-21,32557.41,Credit Card,Full
P009332,INV09332,2024-09-04,58842.42,Credit Card,Full
P009333,INV09333,2024-09-20,14412.01,Wire,Partial
P009334,INV09334,2025-03-19,39194.520000000004,Credit Card,Full
P009335,INV09335,2025-04-05,12510.95,Credit Card,Full
P009336,INV09336,2025-06-07,41878.71000000001,Wire,Full
P009337,INV09337,2024-07-17,31278.760000000002,Credit Card,Full
P009338,INV09338,2025-05-20,35216.43,Bank Transfer,Full
P009339,INV09339,2025-06-03,41341.549999999996,Wire,Full
P009340,INV09340,2024-11-27,28000.46,Credit Card,Partial
P009341,INV09341,2026-03-27,0.0,Wire,Failed
P009342,INV09342,2026-04-18,20394.010000000002,Wire,Full
P009343,INV09343,2025-09-16,40241.22,Credit Card,Full
P009344,INV09344,2025-02-13,21710.57,Bank Transfer,Full
P009345,INV09345,2025-10-06,24022.89,Bank Transfer,Partial
P009346,INV09346,2026-01-08,12826.02,Credit Card,Full
P009347,INV09347,2025-09-06,59121.57,Bank Transfer,Full
P009348,INV09348,2024-12-24,27469.67,Wire,Full
P009349,INV09349,2026-01-22,34899.39,Credit Card,Full
P009350,INV09350,2026-02-20,5321.63,Bank Transfer,Partial
P009351,INV09351,2026-04-20,38561.38,Bank Transfer,Partial
P009352,INV09352,2025-11-22,31425.350000000002,Bank Transfer,Full
P009353,INV09353,2026-01-24,26663.59,Wire,Partial
P009354,INV09354,2024-12-29,21734.760000000002,Wire,Full
P009355,INV09355,2026-06-13,35312.130000000005,Wire,Full
P009356,INV09356,2025-04-13,20057.82,Bank Transfer,Full
P009357,INV09357,2025-11-15,21054.13,Credit Card,Partial
P009358,INV09358,2025-07-27,15987.220000000001,Bank Transfer,Full
P009359,INV09359,2026-02-04,10244.52,Credit Card,Full
P009360,INV09360,2024-09-03,26865.89,Credit Card,Full
P009361,INV09361,2025-06-01,0.0,Bank Transfer,Failed
P009362,INV09362,2025-09-23,24846.190000000002,Wire,Full
P009363,INV09363,2024-07-23,16622.08,Bank Transfer,Partial
P009364,INV09364,2025-10-17,0.0,Credit Card,Failed
P009365,INV09365,2026-05-07,22552.18,Wire,Full
P009366,INV09366,2024-07-08,21491.54,Credit Card,Full
P009367,INV09367,2024-11-01,18812.11,Credit Card,Full
P009368,INV09368,2025-03-18,53112.71,Wire,Full
P009369,INV09369,2026-02-11,35564.7,Credit Card,Partial
P009370,INV09370,2026-05-01,17523.1,Bank Transfer,Full
P009371,INV09371,2025-10-13,0.0,Wire,Failed
P009372,INV09372,2024-08-09,53429.11,Wire,Full
P009373,INV09373,2025-05-10,25296.02,Wire,Full
P009374,INV09374,2025-06-14,16884.22,Bank Transfer,Partial
P009375,INV09375,2025-05-04,39889.1,Credit Card,Full
P009376,INV09376,2025-04-22,41440.22,Credit Card,Full
P009377,INV09377,2025-08-24,0.0,Credit Card,Failed
P009378,INV09378,2025-12-17,8261.19,Credit Card,Partial
P009379,INV09379,2026-06-10,36688.17,Bank Transfer,Partial
P009380,INV09380,2026-02-21,51387.670000000006,Bank Transfer,Full
P009381,INV09381,2025-07-30,0.0,Credit Card,Failed
P009382,INV09382,2026-05-25,58407.66,Bank Transfer,Full
P009383,INV09383,2025-07-30,28329.489999999998,Credit Card,Full
P009384,INV09384,2025-07-03,18921.1,Credit Card,Full
P009385,INV09385,2025-08-09,41252.93,Bank Transfer,Full
P009386,INV09386,2026-04-17,0.0,Credit Card,Failed
P009387,INV09387,2026-01-21,21482.29,Bank Transfer,Partial
P009388,INV09388,2025-06-29,45058.67,Bank Transfer,Full
P009389,INV09389,2025-11-30,19598.53,Wire,Full
P009390,INV09390,2024-11-10,34675.21,Credit Card,Full
P009391,INV09391,2025-06-28,8179.08,Wire,Full
P009392,INV09392,2024-11-23,6611.2,Credit Card,Partial
P009393,INV09393,2026-06-26,0.0,Bank Transfer,Failed
P009394,INV09394,2024-10-28,33256.03,Credit Card,Full
P009395,INV09395,2025-12-20,50972.700000000004,Wire,Full
P009396,INV09396,2025-07-02,38593.35,Credit Card,Full
P009397,INV09397,2026-01-22,0.0,Wire,Failed
P009398,INV09398,2024-08-30,23152.7,Wire,Partial
P009399,INV09399,2025-11-11,24483.3,Wire,Full
P009400,INV09400,2025-07-14,7192.03,Bank Transfer,Partial
P009401,INV09401,2025-10-21,45777.73,Bank Transfer,Full
P009402,INV09402,2025-07-12,43191.020000000004,Bank Transfer,Full
P009403,INV09403,2025-08-31,40150.49,Bank Transfer,Full
P009404,INV09404,2025-12-27,13164.89,Bank Transfer,Partial
P009405,INV09405,2025-06-22,10408.41,Wire,Partial
P009406,INV09406,2024-12-28,17391.16,Bank Transfer,Full
P009407,INV09407,2024-11-21,50488.74,Bank Transfer,Full
P009408,INV09408,2025-02-11,10479.17,Credit Card,Full
P009409,INV09409,2026-02-01,0.0,Bank Transfer,Failed
P009410,INV09410,2025-02-06,24216.73,Credit Card,Partial
P009411,INV09411,2025-05-21,8630.11,Bank Transfer,Partial
P009412,INV09412,2024-12-07,23979.33,Bank Transfer,Full
P009413,INV09413,2025-04-14,0.0,Wire,Failed
P009414,INV09414,2026-04-22,22375.63,Wire,Full
P009415,INV09415,2025-04-02,27189.77,Credit Card,Full
P009416,INV09416,2025-04-01,16087.02,Bank Transfer,Full
P009417,INV09417,2025-07-31,49978.439999999995,Bank Transfer,Full
P009418,INV09418,2025-08-01,20633.239999999998,Credit Card,Full
P009419,INV09419,2025-07-15,25271.85,Credit Card,Full
P009420,INV09420,2026-02-07,25338.370000000003,Credit Card,Full
P009421,INV09421,2025-01-13,9315.41,Bank Transfer,Full
P009422,INV09422,2025-07-29,14910.75,Bank Transfer,Full
P009423,INV09423,2026-05-30,8279.48,Bank Transfer,Full
P009424,INV09424,2026-01-26,43833.96,Credit Card,Full
P009425,INV09425,2024-11-25,30386.97,Bank Transfer,Full
P009426,INV09426,2025-09-19,22633.29,Bank Transfer,Partial
P009427,INV09427,2024-08-09,30338.46,Bank Transfer,Partial
P009428,INV09428,2024-07-19,15420.82,Bank Transfer,Full
P009429,INV09429,2025-01-28,0.0,Wire,Failed
P009430,INV09430,2025-07-18,34919.61,Credit Card,Full
P009431,INV09431,2025-10-10,14276.07,Bank Transfer,Partial
P009432,INV09432,2026-02-10,60966.619999999995,Wire,Full
P009433,INV09433,2025-11-23,11502.04,Bank Transfer,Full
P009434,INV09434,2025-03-05,9775.15,Credit Card,Full
P009435,INV09435,2025-10-16,41953.850000000006,Wire,Full
P009436,INV09436,2026-05-12,31227.6,Bank Transfer,Full
P009437,INV09437,2025-04-30,52598.5,Credit Card,Full
P009438,INV09438,2024-06-14,31447.46,Bank Transfer,Full
P009439,INV09439,2025-07-09,6884.13,Wire,Full
P009440,INV09440,2025-09-26,35002.83,Wire,Partial
P009441,INV09441,2026-01-15,35461.89,Credit Card,Full
P009442,INV09442,2025-02-05,24280.13,Credit Card,Full
P009443,INV09443,2025-05-01,0.0,Bank Transfer,Failed
P009444,INV09444,2026-05-30,56944.82000000001,Credit Card,Full
P009445,INV09445,2026-05-04,51100.200000000004,Bank Transfer,Full
P009446,INV09446,2024-10-22,22260.68,Bank Transfer,Partial
P009447,INV09447,2024-10-05,35004.509999999995,Credit Card,Full
P009448,INV09448,2026-02-25,37483.46,Wire,Full
P009449,INV09449,2024-10-13,16082.41,Wire,Full
P009450,INV09450,2024-10-13,43921.01,Bank Transfer,Full
P009451,INV09451,2025-02-22,21656.18,Bank Transfer,Full
P009452,INV09452,2025-07-25,8489.19,Credit Card,Full
P009453,INV09453,2024-11-27,11346.45,Wire,Full
P009454,INV09454,2025-08-04,21678.34,Bank Transfer,Full
P009455,INV09455,2026-03-01,54593.99,Bank Transfer,Full
P009456,INV09456,2026-02-20,40703.05,Credit Card,Partial
P009457,INV09457,2025-04-27,51392.130000000005,Bank Transfer,Full
P009458,INV09458,2025-01-13,28004.82,Bank Transfer,Full
P009459,INV09459,2025-01-28,35461.96,Credit Card,Full
P009460,INV09460,2026-01-16,34054.31,Credit Card,Full
P009461,INV09461,2025-01-08,10279.12,Bank Transfer,Partial
P009462,INV09462,2026-02-21,14799.02,Wire,Full
P009463,INV09463,2024-09-09,56108.670000000006,Wire,Full
P009464,INV09464,2025-06-10,19539.8,Bank Transfer,Full
P009465,INV09465,2025-11-25,39369.86,Bank Transfer,Full
P009466,INV09466,2026-05-23,16358.929999999998,Wire,Full
P009467,INV09467,2025-04-07,34332.51,Credit Card,Full
P009468,INV09468,2026-03-27,60876.72,Bank Transfer,Full
P009469,INV09469,2025-12-22,44980.299999999996,Wire,Full
P009470,INV09470,2024-10-10,41721.619999999995,Wire,Full
P009471,INV09471,2024-08-15,35436.88,Credit Card,Full
P009472,INV09472,2026-01-12,35683.46,Wire,Full
P009473,INV09473,2024-06-28,58026.55,Bank Transfer,Full
P009474,INV09474,2025-08-21,34826.79,Bank Transfer,Full
P009475,INV09475,2025-11-30,21937.26,Wire,Partial
P009476,INV09476,2025-12-08,15209.31,Wire,Full
P009477,INV09477,2026-06-25,0.0,Credit Card,Failed
P009478,INV09478,2025-12-11,0.0,Wire,Failed
P009479,INV09479,2025-11-08,15192.359999999999,Bank Transfer,Full
P009480,INV09480,2024-09-08,22705.25,Credit Card,Partial
P009481,INV09481,2024-08-02,26172.579999999998,Bank Transfer,Full
P009482,INV09482,2024-08-15,23215.68,Wire,Full
P009483,INV09483,2025-03-19,38511.57,Wire,Full
P009484,INV09484,2025-04-06,37925.2,Wire,Full
P009485,INV09485,2025-08-11,16832.07,Wire,Full
P009486,INV09486,2025-11-17,2066.22,Wire,Partial
P009487,INV09487,2025-01-10,0.0,Credit Card,Failed
P009488,INV09488,2025-06-12,33560.770000000004,Credit Card,Full
P009489,INV09489,2026-05-06,44763.68,Credit Card,Full
P009490,INV09490,2026-03-21,53768.21000000001,Bank Transfer,Full
P009491,INV09491,2026-06-01,54564.28,Bank Transfer,Full
P009492,INV09492,2025-11-20,18788.79,Credit Card,Partial
P009493,INV09493,2024-09-29,0.0,Credit Card,Failed
P009494,INV09494,2025-09-02,20794.85,Wire,Full
P009495,INV09495,2024-09-17,12263.470000000001,Bank Transfer,Full
P009496,INV09496,2026-01-05,44020.91,Bank Transfer,Full
P009497,INV09497,2024-11-15,50555.0,Wire,Full
P009498,INV09498,2025-01-26,48599.73,Bank Transfer,Full
P009499,INV09499,2024-07-28,14940.49,Bank Transfer,Partial
P009500,INV09500,2024-09-13,42972.52,Wire,Full
P009501,INV09501,2025-02-02,18500.88,Credit Card,Full
P009502,INV09502,2024-09-21,4637.91,Wire,Partial
P009503,INV09503,2025-11-04,12354.68,Credit Card,Full
P009504,INV09504,2026-03-24,32245.66,Credit Card,Full
P009505,INV09505,2025-12-12,10516.5,Bank Transfer,Partial
P009506,INV09506,2024-10-09,40797.71,Credit Card,Full
P009507,INV09507,2026-05-20,27134.02,Credit Card,Full
P009508,INV09508,2024-12-30,53101.9,Wire,Full
P009509,INV09509,2024-12-26,0.0,Credit Card,Failed
P009510,INV09510,2025-04-28,55563.03,Wire,Full
P009511,INV09511,2025-06-21,9112.77,Bank Transfer,Partial
P009512,INV09512,2026-02-25,17446.19,Wire,Partial
P009513,INV09513,2024-09-15,39842.7,Credit Card,Full
P009514,INV09514,2024-11-23,11612.11,Wire,Partial
P009515,INV09515,2026-02-08,19382.93,Wire,Full
P009516,INV09516,2024-11-19,54528.55,Bank Transfer,Full
P009517,INV09517,2024-12-20,49232.85,Credit Card,Full
P009518,INV09518,2026-06-04,17267.11,Credit Card,Full
P009519,INV09519,2025-08-30,31949.170000000002,Bank Transfer,Full
P009520,INV09520,2025-03-18,11578.8,Credit Card,Partial
P009521,INV09521,2025-09-15,49966.490000000005,Credit Card,Full
P009522,INV09522,2025-09-12,36375.33,Bank Transfer,Full
P009523,INV09523,2025-11-01,53389.0,Wire,Full
P009524,INV09524,2026-04-16,22715.39,Wire,Full
P009525,INV09525,2026-05-18,19270.079999999998,Wire,Full
P009526,INV09526,2025-06-13,20188.86,Wire,Partial
P009527,INV09527,2024-10-11,43425.64,Bank Transfer,Full
P009528,INV09528,2025-09-05,41490.82,Credit Card,Full
P009529,INV09529,2025-07-24,11041.4,Bank Transfer,Full
P009530,INV09530,2024-12-15,45344.229999999996,Credit Card,Full
P009531,INV09531,2025-04-21,7687.43,Bank Transfer,Partial
P009532,INV09532,2025-12-27,24374.82,Credit Card,Full
P009533,INV09533,2025-03-24,0.0,Wire,Failed
P009534,INV09534,2026-04-24,50010.32000000001,Credit Card,Full
P009535,INV09535,2026-02-25,21333.51,Wire,Partial
P009536,INV09536,2025-07-21,15877.76,Wire,Full
P009537,INV09537,2025-07-09,15558.66,Wire,Full
