claim_id,shipment_id,claim_amount,claim_reason,claim_status
CL03843,S080471,13469,Late Delivery,Under Review
CL03844,S042410,7357,Customs Issue,Closed
CL03845,S071608,14553,Customs Issue,Open
CL03846,S089391,3650,Customs Issue,Under Review
CL03847,S012766,4252,Lost Container,Closed
CL03848,S071803,7053,Late Delivery,Under Review
CL03849,S090826,14143,Lost Container,Open
CL03850,S065388,6323,Lost Container,Closed
CL03851,S041431,3124,Late Delivery,Under Review
CL03852,S065790,13064,Damage,Closed
CL03853,S044324,13848,Late Delivery,Open
CL03854,S052025,13511,Lost Container,Open
CL03855,S012468,5897,Lost Container,Under Review
CL03856,S058488,14755,Lost Container,Open
CL03857,S040818,12116,Customs Issue,Open
CL03858,S046266,11667,Customs Issue,Closed
CL03859,S016687,11153,Late Delivery,Open
CL03860,S094166,8730,Late Delivery,Under Review
CL03861,S055899,5440,Lost Container,Under Review
CL03862,S027004,984,Late Delivery,Open
CL03863,S038846,8924,Customs Issue,Under Review
CL03864,S043720,7138,Damage,Under Review
CL03865,S076951,9781,Lost Container,Open
CL03866,S064042,5727,Lost Container,Under Review
CL03867,S041776,10524,Lost Container,Open
CL03868,S073838,7687,Damage,Under Review
CL03869,S098189,1639,Lost Container,Open
CL03870,S097907,12881,Damage,Closed
CL03871,S019109,3474,Customs Issue,Closed
CL03872,S061039,6575,Customs Issue,Closed
CL03873,S008739,11084,Damage,Under Review
CL03874,S050860,2782,Lost Container,Open
CL03875,S097293,10821,Lost Container,Open
CL03876,S089841,14521,Late Delivery,Under Review
CL03877,S073154,13295,Damage,Under Review
CL03878,S023380,2322,Damage,Under Review
CL03879,S098314,9076,Customs Issue,Open
CL03880,S061858,9513,Late Delivery,Under Review
CL03881,S055239,4252,Late Delivery,Under Review
CL03882,S031549,4681,Damage,Open
CL03883,S026190,9468,Late Delivery,Closed
CL03884,S084530,6138,Damage,Under Review
CL03885,S048758,6197,Customs Issue,Under Review
CL03886,S003861,3076,Late Delivery,Under Review
CL03887,S025243,4230,Late Delivery,Open
CL03888,S058058,9545,Damage,Closed
CL03889,S092373,12559,Damage,Under Review
CL03890,S056290,14196,Customs Issue,Closed
CL03891,S004692,3450,Damage,Open
CL03892,S070361,14433,Lost Container,Under Review
CL03893,S067540,9792,Damage,Closed
CL03894,S066979,756,Lost Container,Under Review
CL03895,S041371,5552,Customs Issue,Closed
CL03896,S097303,6503,Customs Issue,Open
CL03897,S091784,13156,Damage,Under Review
CL03898,S014171,10513,Lost Container,Open
CL03899,S051568,2305,Customs Issue,Closed
CL03900,S018521,4274,Customs Issue,Under Review
CL03901,S022899,12738,Late Delivery,Open
CL03902,S030357,6472,Late Delivery,Closed
CL03903,S093074,2701,Lost Container,Under Review
CL03904,S027179,8291,Customs Issue,Closed
CL03905,S092002,9513,Lost Container,Under Review
CL03906,S008640,13627,Customs Issue,Open
CL03907,S040168,7415,Customs Issue,Under Review
CL03908,S001263,9021,Customs Issue,Under Review
CL03909,S053326,14925,Late Delivery,Under Review
CL03910,S066843,1391,Customs Issue,Under Review
CL03911,S035532,802,Lost Container,Under Review
CL03912,S092893,12422,Late Delivery,Under Review
CL03913,S035441,11016,Lost Container,Under Review
CL03914,S088134,3298,Customs Issue,Closed
CL03915,S096443,11678,Lost Container,Open
CL03916,S090119,552,Customs Issue,Closed
CL03917,S069481,1406,Late Delivery,Under Review
CL03918,S076437,1854,Customs Issue,Closed
CL03919,S024407,14134,Lost Container,Closed
CL03920,S064868,6485,Lost Container,Closed
CL03921,S055934,9562,Damage,Under Review
CL03922,S082182,3167,Lost Container,Under Review
CL03923,S086167,771,Customs Issue,Closed
CL03924,S066352,9415,Damage,Closed
CL03925,S093813,6047,Lost Container,Open
CL03926,S026433,11402,Customs Issue,Under Review
CL03927,S015356,1343,Late Delivery,Closed
CL03928,S087576,1175,Lost Container,Closed
CL03929,S013435,986,Damage,Open
CL03930,S083551,13842,Lost Container,Under Review
CL03931,S031381,4430,Lost Container,Under Review
CL03932,S019984,4008,Customs Issue,Open
CL03933,S039882,11259,Late Delivery,Closed
CL03934,S003849,11360,Customs Issue,Under Review
CL03935,S074185,9485,Damage,Open
CL03936,S017842,1572,Damage,Closed
CL03937,S006163,5223,Late Delivery,Under Review
CL03938,S049666,13491,Damage,Closed
CL03939,S084177,4651,Late Delivery,Under Review
CL03940,S076157,9087,Lost Container,Closed
CL03941,S039031,4452,Damage,Open
CL03942,S090697,1446,Late Delivery,Under Review
CL03943,S024544,9451,Late Delivery,Closed
CL03944,S036411,9120,Late Delivery,Closed
CL03945,S081765,7391,Damage,Open
CL03946,S061313,9277,Customs Issue,Open
CL03947,S075270,13631,Damage,Under Review
CL03948,S093837,5883,Lost Container,Closed
CL03949,S090947,7660,Lost Container,Open
CL03950,S095353,13354,Late Delivery,Open
CL03951,S033449,7314,Late Delivery,Open
CL03952,S052622,4309,Customs Issue,Open
CL03953,S042916,14138,Late Delivery,Closed
CL03954,S065284,3025,Damage,Closed
CL03955,S070971,1382,Customs Issue,Under Review
CL03956,S094338,12566,Lost Container,Under Review
CL03957,S002000,13817,Lost Container,Open
CL03958,S059894,12685,Customs Issue,Under Review
CL03959,S010642,5375,Damage,Closed
CL03960,S093966,1707,Lost Container,Closed
CL03961,S092866,10365,Damage,Open
CL03962,S070596,1217,Late Delivery,Closed
CL03963,S096079,7033,Lost Container,Closed
CL03964,S038733,2483,Late Delivery,Under Review
CL03965,S027888,6431,Late Delivery,Under Review
CL03966,S051220,9032,Damage,Under Review
CL03967,S055087,7190,Lost Container,Open
CL03968,S009246,5149,Late Delivery,Open
CL03969,S084256,5315,Customs Issue,Under Review
CL03970,S014890,5564,Lost Container,Open
CL03971,S001285,8427,Lost Container,Under Review
CL03972,S019634,7740,Customs Issue,Under Review
CL03973,S034930,5233,Damage,Closed
CL03974,S063289,8857,Lost Container,Closed
CL03975,S094120,10411,Late Delivery,Under Review
CL03976,S042660,3902,Late Delivery,Under Review
CL03977,S035915,14619,Customs Issue,Under Review
CL03978,S000091,7254,Late Delivery,Open
CL03979,S007235,1839,Customs Issue,Under Review
CL03980,S053413,10500,Late Delivery,Closed
CL03981,S078055,2778,Damage,Under Review
CL03982,S079299,4077,Customs Issue,Under Review
CL03983,S049158,9684,Late Delivery,Closed
CL03984,S087017,10405,Customs Issue,Under Review
CL03985,S024790,1357,Customs Issue,Open
CL03986,S099198,12596,Customs Issue,Under Review
CL03987,S045999,7453,Damage,Under Review
CL03988,S010815,3648,Late Delivery,Open
CL03989,S086609,8362,Lost Container,Closed
CL03990,S009053,12512,Late Delivery,Under Review
CL03991,S073467,7894,Customs Issue,Under Review
CL03992,S030572,745,Damage,Under Review
CL03993,S089549,6311,Lost Container,Under Review
CL03994,S091689,14483,Damage,Closed
CL03995,S015871,13944,Customs Issue,Open
CL03996,S033592,12226,Late Delivery,Closed
CL03997,S092775,13000,Damage,Closed
CL03998,S063577,3437,Damage,Under Review
CL03999,S063644,8203,Customs Issue,Closed
CL04000,S073496,2344,Late Delivery,Under Review
CL04001,S052098,2665,Late Delivery,Closed
CL04002,S040406,11316,Lost Container,Closed
CL04003,S068000,9901,Lost Container,Closed
CL04004,S080059,8497,Late Delivery,Closed
CL04005,S066154,3271,Customs Issue,Open
CL04006,S054140,2154,Damage,Open
CL04007,S068848,13776,Damage,Under Review
CL04008,S087924,10332,Lost Container,Under Review
CL04009,S073113,4487,Customs Issue,Under Review
CL04010,S029907,14721,Lost Container,Closed
CL04011,S006534,1178,Customs Issue,Under Review
CL04012,S035400,4632,Damage,Under Review
CL04013,S033136,12303,Customs Issue,Under Review
CL04014,S047846,12238,Customs Issue,Under Review
CL04015,S005403,9343,Customs Issue,Under Review
CL04016,S050878,4784,Lost Container,Under Review
CL04017,S015287,8360,Lost Container,Open
CL04018,S084345,7756,Lost Container,Under Review
CL04019,S033437,5234,Late Delivery,Under Review
CL04020,S091229,13048,Damage,Under Review
CL04021,S089968,11450,Customs Issue,Closed
CL04022,S027833,5022,Customs Issue,Under Review
CL04023,S057270,8829,Late Delivery,Open
CL04024,S052411,3503,Damage,Open
CL04025,S035099,8739,Lost Container,Open
CL04026,S032132,7800,Lost Container,Closed
CL04027,S002002,5588,Damage,Open
CL04028,S010183,4153,Customs Issue,Open
CL04029,S095838,2665,Customs Issue,Open
CL04030,S093951,6419,Damage,Closed
CL04031,S054151,9764,Late Delivery,Closed
CL04032,S063005,8363,Late Delivery,Closed
CL04033,S012810,824,Late Delivery,Open
CL04034,S028507,11678,Customs Issue,Open
CL04035,S092659,4463,Lost Container,Under Review
CL04036,S039572,9760,Lost Container,Under Review
CL04037,S097269,4211,Lost Container,Open
CL04038,S073931,12999,Customs Issue,Closed
CL04039,S082194,2375,Lost Container,Open
CL04040,S000592,13917,Lost Container,Under Review
CL04041,S013478,8241,Damage,Under Review
CL04042,S001146,5489,Lost Container,Closed
CL04043,S069592,7963,Lost Container,Closed
CL04044,S017545,1167,Late Delivery,Under Review
CL04045,S050185,4061,Damage,Open
CL04046,S097137,5158,Damage,Closed
CL04047,S077827,9738,Lost Container,Open
CL04048,S056385,6420,Late Delivery,Closed
CL04049,S089923,2225,Late Delivery,Closed
CL04050,S086201,4094,Customs Issue,Under Review
CL04051,S000479,818,Customs Issue,Open
CL04052,S068136,10171,Customs Issue,Under Review
CL04053,S069123,10152,Damage,Closed
CL04054,S032093,3783,Damage,Open
CL04055,S083406,4463,Late Delivery,Open
CL04056,S071637,3561,Customs Issue,Closed
CL04057,S099746,10318,Late Delivery,Under Review
CL04058,S052872,4522,Lost Container,Closed
CL04059,S083692,3319,Lost Container,Open
CL04060,S096655,10123,Damage,Open
CL04061,S030495,7160,Damage,Open
CL04062,S079800,4128,Lost Container,Under Review
CL04063,S004343,10217,Customs Issue,Open
CL04064,S043260,1885,Lost Container,Under Review
CL04065,S011809,5872,Damage,Under Review
CL04066,S016787,9806,Lost Container,Open
CL04067,S077295,10520,Customs Issue,Under Review
CL04068,S021394,3192,Late Delivery,Under Review
CL04069,S048555,3052,Lost Container,Under Review
CL04070,S016384,12651,Lost Container,Under Review
CL04071,S004806,5858,Damage,Open
CL04072,S053689,1674,Customs Issue,Closed
CL04073,S006809,4321,Lost Container,Under Review
CL04074,S092639,5573,Customs Issue,Open
CL04075,S006667,13078,Damage,Closed
CL04076,S072788,1657,Lost Container,Open
CL04077,S016388,6588,Damage,Under Review
CL04078,S095831,10647,Damage,Closed
CL04079,S050429,6057,Damage,Open
CL04080,S048337,9465,Late Delivery,Under Review
CL04081,S060350,10567,Customs Issue,Open
CL04082,S026937,1105,Customs Issue,Under Review
CL04083,S083333,1238,Lost Container,Under Review
CL04084,S017260,13742,Customs Issue,Under Review
CL04085,S005000,13162,Customs Issue,Under Review
CL04086,S026285,10695,Damage,Closed
CL04087,S072773,1893,Late Delivery,Closed
CL04088,S002030,2164,Lost Container,Closed
CL04089,S064328,4041,Customs Issue,Closed
CL04090,S044106,1853,Damage,Open
CL04091,S038623,3523,Late Delivery,Under Review
CL04092,S021078,12680,Late Delivery,Open
CL04093,S091314,13747,Late Delivery,Under Review
CL04094,S064984,5522,Late Delivery,Closed
CL04095,S041755,817,Late Delivery,Open
CL04096,S050875,6695,Damage,Open
CL04097,S019491,4938,Customs Issue,Closed
CL04098,S087650,13656,Lost Container,Closed
CL04099,S053779,8986,Late Delivery,Closed
CL04100,S051555,1202,Late Delivery,Under Review
CL04101,S015786,13326,Late Delivery,Under Review
CL04102,S068125,2589,Late Delivery,Under Review
CL04103,S016544,8899,Lost Container,Under Review
CL04104,S085857,2860,Customs Issue,Open
CL04105,S063246,7412,Damage,Open
CL04106,S003352,5450,Lost Container,Under Review
CL04107,S064924,5376,Late Delivery,Under Review
CL04108,S014496,12844,Customs Issue,Under Review
CL04109,S021094,7233,Customs Issue,Under Review
CL04110,S029588,10550,Lost Container,Under Review
CL04111,S024579,2010,Customs Issue,Open
CL04112,S021760,13732,Lost Container,Open
CL04113,S056024,11049,Late Delivery,Open
CL04114,S012641,9758,Damage,Open
CL04115,S090611,13646,Late Delivery,Closed
CL04116,S058385,9312,Damage,Closed
CL04117,S088099,8231,Customs Issue,Open
CL04118,S079082,12445,Late Delivery,Closed
CL04119,S074476,13443,Lost Container,Closed
CL04120,S067636,7976,Lost Container,Open
CL04121,S071577,6948,Late Delivery,Closed
CL04122,S012160,7815,Lost Container,Open
CL04123,S034283,13877,Customs Issue,Closed
CL04124,S067627,14388,Lost Container,Under Review
CL04125,S009019,13233,Late Delivery,Closed
CL04126,S050029,4198,Lost Container,Under Review
CL04127,S039734,9779,Customs Issue,Under Review
CL04128,S000597,6896,Late Delivery,Open
CL04129,S032058,13212,Damage,Under Review
CL04130,S016264,8187,Lost Container,Open
CL04131,S018270,4756,Lost Container,Under Review
CL04132,S054200,13007,Customs Issue,Open
CL04133,S068232,14849,Damage,Open
CL04134,S055479,3826,Late Delivery,Open
CL04135,S038428,12757,Lost Container,Open
CL04136,S028940,13690,Damage,Closed
CL04137,S081577,7407,Damage,Closed
CL04138,S001498,5990,Damage,Open
CL04139,S009460,13723,Lost Container,Open
CL04140,S038362,6037,Late Delivery,Closed
CL04141,S050244,9637,Late Delivery,Under Review
CL04142,S041624,5825,Customs Issue,Open
CL04143,S087894,14114,Late Delivery,Under Review
CL04144,S075629,10490,Lost Container,Under Review
CL04145,S043806,3229,Lost Container,Closed
CL04146,S080691,3561,Damage,Open
CL04147,S093542,12575,Late Delivery,Closed
CL04148,S037686,14514,Customs Issue,Under Review
CL04149,S031898,4617,Lost Container,Under Review
CL04150,S039620,6685,Lost Container,Under Review
CL04151,S006202,10655,Lost Container,Open
CL04152,S090558,11891,Late Delivery,Under Review
CL04153,S098418,6751,Lost Container,Open
CL04154,S050492,1996,Late Delivery,Closed
CL04155,S071523,6961,Lost Container,Open
CL04156,S013675,12248,Damage,Under Review
CL04157,S053633,8973,Lost Container,Closed
CL04158,S078182,12380,Late Delivery,Under Review
CL04159,S074939,3903,Late Delivery,Closed
CL04160,S037562,11502,Lost Container,Open
CL04161,S045162,2577,Lost Container,Closed
CL04162,S043389,13376,Damage,Closed
CL04163,S012239,7866,Customs Issue,Under Review
CL04164,S029720,4243,Customs Issue,Closed
CL04165,S060582,9735,Lost Container,Closed
CL04166,S065788,10200,Customs Issue,Closed
CL04167,S036380,2587,Damage,Under Review
CL04168,S083179,8450,Customs Issue,Closed
CL04169,S068677,7896,Late Delivery,Under Review
CL04170,S022969,9098,Damage,Closed
CL04171,S096986,3198,Damage,Closed
CL04172,S034562,4001,Late Delivery,Under Review
CL04173,S029290,7011,Damage,Closed
CL04174,S055302,11158,Lost Container,Open
CL04175,S003012,13869,Late Delivery,Open
CL04176,S091326,13838,Lost Container,Open
CL04177,S048678,7562,Damage,Open
CL04178,S019487,12250,Customs Issue,Closed
CL04179,S049906,8428,Customs Issue,Closed
CL04180,S089052,7089,Lost Container,Under Review
CL04181,S099175,5071,Lost Container,Open
CL04182,S011693,5848,Lost Container,Under Review
CL04183,S030425,10281,Lost Container,Open
CL04184,S003983,7704,Customs Issue,Under Review
CL04185,S055501,3014,Late Delivery,Under Review
CL04186,S024392,10541,Late Delivery,Closed
CL04187,S061324,6488,Lost Container,Under Review
CL04188,S013429,11152,Customs Issue,Open
CL04189,S023511,3623,Customs Issue,Open
CL04190,S088188,6595,Late Delivery,Closed
CL04191,S014580,5947,Lost Container,Under Review
CL04192,S090639,4692,Customs Issue,Closed
CL04193,S066540,12975,Lost Container,Closed
CL04194,S088949,14066,Late Delivery,Closed
CL04195,S036469,9395,Customs Issue,Closed
CL04196,S005309,5209,Customs Issue,Closed
CL04197,S062306,5668,Lost Container,Under Review
CL04198,S041313,2161,Damage,Open
CL04199,S061565,1553,Late Delivery,Open
CL04200,S028279,6627,Customs Issue,Open
CL04201,S004267,14489,Customs Issue,Open
CL04202,S063642,2875,Lost Container,Closed
CL04203,S049799,14553,Late Delivery,Closed
CL04204,S097857,10836,Lost Container,Closed
CL04205,S064285,10211,Late Delivery,Open
CL04206,S097104,3304,Damage,Open
CL04207,S044444,10019,Late Delivery,Open
CL04208,S081315,2937,Damage,Closed
CL04209,S010468,6454,Lost Container,Under Review
CL04210,S056630,4678,Late Delivery,Closed
CL04211,S038494,11444,Customs Issue,Under Review
CL04212,S014242,3079,Damage,Under Review
CL04213,S090599,4742,Lost Container,Under Review
CL04214,S067587,12012,Damage,Under Review
CL04215,S047481,12727,Late Delivery,Open
CL04216,S091293,9687,Customs Issue,Under Review
CL04217,S061927,4648,Lost Container,Open
CL04218,S072624,14282,Damage,Open
CL04219,S076034,13667,Damage,Open
CL04220,S041100,5314,Late Delivery,Open
CL04221,S020333,7034,Damage,Open
CL04222,S016179,2519,Damage,Under Review
CL04223,S079372,4584,Late Delivery,Closed
CL04224,S054379,761,Late Delivery,Under Review
CL04225,S095139,11281,Lost Container,Under Review
CL04226,S042646,4935,Damage,Open
CL04227,S013013,10938,Customs Issue,Under Review
CL04228,S092991,10129,Lost Container,Closed
CL04229,S057138,11916,Lost Container,Under Review
CL04230,S001546,12486,Damage,Closed
CL04231,S002085,6689,Lost Container,Open
CL04232,S069948,12857,Late Delivery,Under Review
CL04233,S031359,13888,Lost Container,Open
CL04234,S006984,677,Damage,Closed
CL04235,S013274,14131,Customs Issue,Closed
CL04236,S099021,4755,Late Delivery,Open
CL04237,S001709,1224,Late Delivery,Open
CL04238,S057461,12076,Damage,Under Review
CL04239,S089412,7991,Damage,Closed
CL04240,S017906,12356,Lost Container,Open
CL04241,S083657,3308,Customs Issue,Under Review
CL04242,S063276,2565,Damage,Open
CL04243,S041948,2896,Lost Container,Under Review
CL04244,S002619,4721,Damage,Open
CL04245,S076550,13100,Late Delivery,Open
CL04246,S027236,5082,Damage,Under Review
CL04247,S078094,6608,Lost Container,Closed
CL04248,S095277,11760,Customs Issue,Closed
CL04249,S046830,5289,Damage,Under Review
CL04250,S035317,1313,Customs Issue,Closed
CL04251,S010099,4763,Customs Issue,Under Review
CL04252,S020724,9051,Damage,Under Review
CL04253,S069869,7433,Late Delivery,Closed
CL04254,S072720,13767,Customs Issue,Under Review
CL04255,S079485,3777,Lost Container,Under Review
CL04256,S033746,5253,Damage,Open
CL04257,S085052,10263,Damage,Open
CL04258,S006582,1123,Customs Issue,Open
CL04259,S019095,3831,Lost Container,Closed
CL04260,S041115,9835,Customs Issue,Open
CL04261,S000406,9891,Late Delivery,Closed
CL04262,S008221,13482,Customs Issue,Under Review
CL04263,S025564,7483,Customs Issue,Open
CL04264,S003777,2598,Lost Container,Closed
CL04265,S083788,10311,Customs Issue,Under Review
CL04266,S075080,13668,Lost Container,Under Review
CL04267,S035423,12990,Lost Container,Open
CL04268,S099035,671,Customs Issue,Under Review
CL04269,S058050,5268,Lost Container,Closed
CL04270,S050699,3049,Late Delivery,Open
CL04271,S061204,8412,Customs Issue,Closed
CL04272,S050819,3475,Customs Issue,Open
CL04273,S045793,8648,Damage,Closed
CL04274,S086273,7304,Lost Container,Under Review
CL04275,S091581,1034,Damage,Closed
CL04276,S054722,6806,Customs Issue,Closed
CL04277,S001774,2174,Late Delivery,Open
CL04278,S063574,10508,Customs Issue,Closed
CL04279,S057478,4734,Damage,Open
CL04280,S002829,5929,Damage,Closed
CL04281,S084367,14422,Customs Issue,Open
CL04282,S070134,6151,Damage,Open
CL04283,S076598,13836,Customs Issue,Open
CL04284,S008802,8056,Late Delivery,Open
CL04285,S049112,1746,Customs Issue,Under Review
CL04286,S065528,4606,Customs Issue,Closed
CL04287,S098533,4530,Damage,Closed
CL04288,S001171,12465,Lost Container,Closed
CL04289,S012606,11446,Damage,Under Review
CL04290,S046527,8798,Late Delivery,Open
CL04291,S053030,953,Customs Issue,Under Review
CL04292,S097562,13759,Late Delivery,Closed
CL04293,S001177,8046,Lost Container,Closed
CL04294,S061136,6825,Customs Issue,Open
CL04295,S030858,11827,Lost Container,Under Review
CL04296,S048366,10692,Damage,Under Review
CL04297,S040649,6195,Late Delivery,Closed
CL04298,S028619,14768,Late Delivery,Under Review
CL04299,S006882,10918,Customs Issue,Closed
CL04300,S041843,11219,Lost Container,Closed
CL04301,S083752,2134,Damage,Closed
CL04302,S053625,7846,Late Delivery,Closed
CL04303,S090474,6587,Late Delivery,Closed
CL04304,S049831,9571,Customs Issue,Under Review
CL04305,S087679,3612,Customs Issue,Closed
CL04306,S064794,14410,Customs Issue,Closed
CL04307,S030149,6302,Damage,Open
CL04308,S016876,1349,Damage,Under Review
CL04309,S069619,2410,Lost Container,Closed
CL04310,S071084,2931,Customs Issue,Closed
CL04311,S082051,10917,Late Delivery,Closed
CL04312,S053757,1130,Late Delivery,Under Review
CL04313,S034858,6980,Damage,Closed
CL04314,S044612,863,Customs Issue,Under Review
CL04315,S003765,1795,Damage,Under Review
CL04316,S058906,11274,Late Delivery,Closed
CL04317,S042775,13708,Customs Issue,Under Review
CL04318,S054037,12278,Lost Container,Open
CL04319,S050671,4475,Damage,Under Review
CL04320,S031792,5290,Damage,Under Review
CL04321,S043473,6960,Customs Issue,Open
CL04322,S004023,8866,Damage,Under Review
CL04323,S092225,5799,Lost Container,Open
CL04324,S015246,5103,Customs Issue,Under Review
CL04325,S032302,10852,Lost Container,Under Review
CL04326,S096470,12759,Lost Container,Under Review
CL04327,S003795,10335,Late Delivery,Closed
CL04328,S089151,4793,Late Delivery,Closed
CL04329,S087780,3511,Late Delivery,Closed
CL04330,S086851,9998,Lost Container,Open
CL04331,S072747,6465,Damage,Under Review
CL04332,S044554,10430,Customs Issue,Under Review
CL04333,S077893,4883,Lost Container,Open
CL04334,S085352,10460,Damage,Closed
CL04335,S032958,13835,Late Delivery,Under Review
CL04336,S010419,6531,Customs Issue,Closed
CL04337,S086946,838,Customs Issue,Closed
CL04338,S011847,7586,Damage,Closed
CL04339,S054646,5814,Customs Issue,Open
CL04340,S072704,10715,Customs Issue,Closed
CL04341,S080500,2497,Late Delivery,Open
CL04342,S043202,5209,Damage,Under Review
CL04343,S071850,12538,Lost Container,Open
CL04344,S058898,13120,Lost Container,Closed
CL04345,S033369,3307,Late Delivery,Under Review
CL04346,S026706,8645,Late Delivery,Under Review
CL04347,S081800,9264,Damage,Under Review
CL04348,S027127,3055,Customs Issue,Closed
CL04349,S015228,3327,Damage,Under Review
CL04350,S042819,8531,Lost Container,Under Review
CL04351,S089613,574,Customs Issue,Open
CL04352,S040096,12475,Late Delivery,Under Review
CL04353,S018169,10781,Customs Issue,Open
CL04354,S004803,7098,Lost Container,Under Review
CL04355,S069887,9156,Damage,Open
CL04356,S020983,1094,Late Delivery,Under Review
CL04357,S025824,8358,Late Delivery,Open
CL04358,S007356,3139,Late Delivery,Open
CL04359,S076780,3463,Damage,Closed
CL04360,S024998,967,Late Delivery,Under Review
CL04361,S022879,13846,Lost Container,Closed
CL04362,S007469,13948,Damage,Open
CL04363,S014534,2713,Lost Container,Open
CL04364,S088739,12448,Damage,Open
CL04365,S041125,8915,Customs Issue,Under Review
CL04366,S066806,10739,Late Delivery,Closed
CL04367,S077309,12237,Customs Issue,Closed
CL04368,S029464,3383,Damage,Open
CL04369,S017876,5811,Late Delivery,Under Review
CL04370,S017229,3066,Late Delivery,Under Review
CL04371,S072625,934,Damage,Open
CL04372,S014320,7011,Damage,Under Review
CL04373,S031058,12877,Customs Issue,Closed
CL04374,S003292,4993,Damage,Open
CL04375,S041195,1617,Customs Issue,Closed
CL04376,S067374,11149,Lost Container,Closed
CL04377,S064617,3349,Lost Container,Closed
CL04378,S081755,14212,Late Delivery,Under Review
CL04379,S030623,13166,Customs Issue,Open
CL04380,S082827,14046,Late Delivery,Open
CL04381,S041535,8509,Late Delivery,Open
CL04382,S014087,3370,Lost Container,Under Review
CL04383,S073528,4046,Lost Container,Under Review
CL04384,S078099,9364,Late Delivery,Open
CL04385,S036624,5256,Lost Container,Closed
CL04386,S040723,9681,Customs Issue,Open
CL04387,S043050,832,Lost Container,Closed
CL04388,S086367,3474,Lost Container,Open
CL04389,S047966,7697,Late Delivery,Under Review
CL04390,S011788,1162,Late Delivery,Closed
CL04391,S051718,5577,Late Delivery,Closed
CL04392,S053033,8538,Lost Container,Closed
CL04393,S018767,5545,Late Delivery,Under Review
CL04394,S095891,12203,Lost Container,Closed
CL04395,S014739,6337,Damage,Closed
CL04396,S052986,3678,Customs Issue,Under Review
CL04397,S069813,1277,Damage,Under Review
CL04398,S004521,2741,Customs Issue,Under Review
CL04399,S082840,8800,Damage,Closed
CL04400,S023123,8800,Late Delivery,Closed
CL04401,S023047,14232,Damage,Open
CL04402,S090060,7372,Damage,Closed
CL04403,S014491,12966,Late Delivery,Open
CL04404,S088593,1635,Lost Container,Under Review
CL04405,S086390,1115,Lost Container,Closed
CL04406,S051211,1069,Damage,Closed
CL04407,S089284,13759,Late Delivery,Open
CL04408,S097451,3720,Lost Container,Closed
CL04409,S014574,12886,Lost Container,Closed
CL04410,S095930,749,Damage,Closed
CL04411,S037224,5217,Damage,Open
CL04412,S076938,10345,Customs Issue,Closed
CL04413,S022557,10900,Damage,Closed
CL04414,S095804,10396,Lost Container,Under Review
CL04415,S083225,12634,Late Delivery,Closed
CL04416,S002893,11357,Lost Container,Open
CL04417,S041152,4203,Customs Issue,Under Review
CL04418,S079878,4761,Lost Container,Open
CL04419,S047774,12470,Damage,Closed
CL04420,S093382,2644,Damage,Under Review
CL04421,S026411,12529,Damage,Closed
CL04422,S027215,5749,Lost Container,Closed
CL04423,S088921,3915,Damage,Open
CL04424,S031526,4482,Late Delivery,Open
CL04425,S042068,3879,Late Delivery,Closed
CL04426,S009873,11548,Lost Container,Open
CL04427,S099127,4559,Damage,Under Review
CL04428,S019789,12189,Lost Container,Closed
CL04429,S059480,14957,Damage,Open
CL04430,S097307,4078,Damage,Open
CL04431,S015001,7721,Lost Container,Under Review
CL04432,S033649,2669,Customs Issue,Under Review
CL04433,S031832,8264,Late Delivery,Open
CL04434,S095219,5128,Customs Issue,Open
CL04435,S069906,11196,Customs Issue,Open
CL04436,S070871,5313,Customs Issue,Open
CL04437,S069778,12843,Lost Container,Under Review
CL04438,S013140,3077,Late Delivery,Open
CL04439,S049584,3622,Lost Container,Closed
CL04440,S001907,540,Late Delivery,Closed
CL04441,S045169,3450,Lost Container,Closed
CL04442,S069521,13992,Lost Container,Open
CL04443,S078949,11095,Damage,Under Review
CL04444,S025698,9758,Late Delivery,Closed
CL04445,S025744,11748,Lost Container,Open
CL04446,S019222,1395,Lost Container,Under Review
CL04447,S061997,7043,Lost Container,Closed
CL04448,S047325,7392,Damage,Under Review
CL04449,S052630,7015,Lost Container,Closed
CL04450,S085370,2590,Late Delivery,Closed
CL04451,S052580,11234,Late Delivery,Open
CL04452,S074675,11217,Damage,Open
CL04453,S092210,8776,Damage,Under Review
CL04454,S021220,11015,Lost Container,Closed
CL04455,S063027,14127,Customs Issue,Open
CL04456,S011353,993,Customs Issue,Under Review
CL04457,S097186,2901,Late Delivery,Under Review
CL04458,S036705,2811,Late Delivery,Closed
CL04459,S048534,787,Damage,Open
CL04460,S009611,691,Lost Container,Open
CL04461,S084402,11790,Late Delivery,Open
CL04462,S030029,12566,Late Delivery,Open
CL04463,S069181,9001,Customs Issue,Open
CL04464,S051249,9579,Lost Container,Open
CL04465,S070878,10970,Customs Issue,Closed
CL04466,S038446,14412,Late Delivery,Under Review
CL04467,S030519,14389,Lost Container,Closed
CL04468,S019495,6324,Customs Issue,Open
CL04469,S014675,13616,Customs Issue,Under Review
CL04470,S042607,2788,Late Delivery,Open
CL04471,S065211,13241,Customs Issue,Closed
CL04472,S083274,1756,Lost Container,Closed
CL04473,S095252,1154,Lost Container,Open
CL04474,S057387,11778,Late Delivery,Open
CL04475,S019145,7913,Damage,Under Review
CL04476,S049846,2401,Late Delivery,Under Review
